id,competition_id,event_id,round_number,round_type_id,format,time_limit_centiseconds,time_limit_cumulative_round_ids,cutoff_attempt_result,cutoff_number_of_attempts,proceed_type,proceed_value,open,created_at,updated_at
31,Munich27062023,333fm,1,f,m,,,,,,,FALSE,2023-06-29T09:20:42.455Z,2023-08-29T15:12:02.360Z
32,Munich30062023,333,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.192Z,2023-08-29T15:11:56.579Z
33,Munich30062023,222,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.208Z,2023-08-29T15:11:56.584Z
34,Munich30062023,444,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.223Z,2023-08-29T15:11:56.587Z
35,Munich30062023,555,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.236Z,2023-08-29T15:11:56.593Z
36,Munich30062023,333bf,1,f,3,,,,,,,FALSE,2023-07-01T21:32:53.248Z,2023-08-29T15:11:56.595Z
37,Munich30062023,333fm,1,f,m,,,,,,,FALSE,2023-07-01T21:32:53.261Z,2023-08-29T15:11:56.597Z
38,Munich30062023,333oh,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.274Z,2023-08-29T15:11:56.604Z
39,Munich30062023,333_team_bld_old,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.282Z,2023-10-02T21:08:32.379Z
40,Munich30062023,333_team_factory,1,f,a,,,,,,,FALSE,2023-07-01T21:32:53.292Z,2023-09-22T22:24:25.364Z
41,Munich07072023,333,1,1,a,,,,,percentage,50,FALSE,2023-07-07T14:49:13.799Z,2023-08-29T15:08:46.468Z
42,Munich07072023,333,2,f,a,,,,,,,FALSE,2023-07-07T19:28:08.244Z,2023-08-29T15:08:46.473Z
43,Munich07072023,666,1,f,m,,,,,,,FALSE,2023-07-07T15:05:05.162Z,2023-08-29T15:08:46.488Z
44,Munich07072023,333oh,1,1,a,,,,,percentage,50,FALSE,2023-07-07T19:28:08.352Z,2023-08-29T15:08:46.494Z
45,Munich07072023,333oh,2,f,a,,,,,,,FALSE,2023-07-07T19:28:08.361Z,2023-08-29T15:08:46.496Z
46,Munich07072023,777,1,f,m,,,,,,,FALSE,2023-07-07T19:28:08.381Z,2023-08-29T15:08:46.490Z
47,Munich07072023,333_team_factory,1,f,a,,,,,,,FALSE,2023-07-07T19:28:08.410Z,2023-09-22T22:24:25.364Z
48,Munich07072023,555,1,f,a,,,,,,,FALSE,2023-07-07T19:28:08.422Z,2023-08-29T15:08:46.486Z
49,Munich07072023,skewb,1,f,a,,,,,,,FALSE,2023-07-07T19:28:08.433Z,2023-08-29T15:08:46.498Z
50,Munich07072023,333fm,1,f,m,,,,,,,FALSE,2023-07-07T19:28:08.455Z,2023-08-29T15:08:46.493Z
51,Munich07072023,pyram,1,f,a,,,,,,,FALSE,2023-07-07T19:28:08.466Z,2023-08-29T15:08:46.497Z
52,Munich07072023,222,1,f,a,,,,,,,FALSE,2023-07-07T19:49:48.396Z,2023-08-29T15:08:46.480Z
53,Munich07072023,333_team_bld_old,1,f,a,,,,,,,FALSE,2023-07-07T19:49:48.409Z,2023-10-02T21:08:32.379Z
54,Munich07072023,333bf,1,f,3,,,,,,,FALSE,2023-07-07T19:49:48.420Z,2023-08-29T15:08:46.491Z
55,Munich07072023,444,1,f,a,,,,,,,FALSE,2023-07-07T19:49:48.429Z,2023-08-29T15:08:46.482Z
56,Munich22072023,clock,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.674Z,2023-08-29T15:10:04.724Z
57,Munich22072023,222,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.698Z,2023-08-29T15:10:04.714Z
58,Munich22072023,333_team_bld_old,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.725Z,2023-10-02T21:08:32.379Z
59,Munich22072023,444,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.741Z,2023-08-29T15:10:04.717Z
60,Munich22072023,pyram,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.774Z,2023-08-29T15:10:04.727Z
61,Munich22072023,333,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.867Z,2023-08-29T15:10:04.709Z
62,Munich22072023,333oh,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.884Z,2023-08-29T15:10:04.722Z
63,Munich22072023,333_team_factory,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.897Z,2023-09-22T22:24:25.364Z
64,Munich22072023,sq1,1,f,a,,,,,,,FALSE,2023-07-22T15:49:53.914Z,2023-08-29T15:10:04.729Z
65,Munich22072023,333bf,1,f,3,,,,,,,FALSE,2023-07-22T15:49:53.927Z,2023-08-29T15:10:04.719Z
66,Munich29072023,333,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.366Z,2023-08-29T15:09:18.685Z
67,Munich29072023,222,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.371Z,2023-08-29T15:09:18.692Z
68,Munich29072023,444,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.373Z,2023-08-29T15:09:18.694Z
69,Munich29072023,555,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.376Z,2023-08-29T15:09:18.696Z
70,Munich29072023,666,1,f,m,,,,,,,FALSE,2023-07-30T14:00:57.378Z,2023-08-29T15:09:18.699Z
71,Munich29072023,777,1,f,m,,,,,,,FALSE,2023-07-30T14:00:57.380Z,2023-08-29T15:09:18.700Z
72,Munich29072023,333bf,1,f,3,,,,,,,FALSE,2023-07-30T14:00:57.382Z,2023-08-29T15:09:18.702Z
73,Munich29072023,333oh,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.384Z,2023-08-29T15:09:18.703Z
74,Munich29072023,minx,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.386Z,2023-08-29T15:09:18.704Z
75,Munich29072023,pyram,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.388Z,2023-08-29T15:09:18.705Z
76,Munich29072023,skewb,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.390Z,2023-08-29T15:09:18.711Z
77,Munich29072023,333_team_bld_old,1,f,a,,,,,,,FALSE,2023-07-30T14:00:57.392Z,2023-10-02T21:08:32.379Z
78,CubingUSANationals2023,fto,1,f,a,,,,,,,FALSE,2023-08-04T08:49:43.665Z,2026-02-24T02:03:41.771Z
79,CubingUSANationals2023,333_team_bld_old,1,f,3,,,,,,,FALSE,2023-08-04T08:49:43.687Z,2026-02-24T02:03:41.771Z
80,CubingUSANationals2023,magic,1,f,a,,,,,,,FALSE,2023-08-04T08:49:43.692Z,2026-02-24T02:03:41.771Z
81,PreWorldsMeetup2023,333,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.316Z,2023-08-12T03:41:46.264Z
82,PreWorldsMeetup2023,222,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.325Z,2023-08-12T03:41:46.264Z
83,PreWorldsMeetup2023,444,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.328Z,2023-08-12T03:41:46.264Z
84,PreWorldsMeetup2023,555,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.330Z,2023-08-12T03:41:46.264Z
85,PreWorldsMeetup2023,333oh,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.333Z,2023-08-12T03:41:46.264Z
86,PreWorldsMeetup2023,clock,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.335Z,2023-08-12T03:41:46.264Z
87,PreWorldsMeetup2023,pyram,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.338Z,2023-08-12T03:41:46.264Z
88,PreWorldsMeetup2023,skewb,1,f,a,,,,,,,FALSE,2023-08-08T21:47:16.342Z,2023-08-12T03:41:46.264Z
89,PreWorldsMeetup2023,333fm,1,f,3,,,,,,,FALSE,2023-08-10T02:48:05.459Z,2023-08-12T03:41:46.264Z
90,PreWorldsMeetup2023,sq1,1,f,a,,,,,,,FALSE,2023-08-10T02:48:05.485Z,2023-08-12T03:41:46.264Z
91,PreWorldsMeetup2023,333bf,1,f,3,,,,,,,FALSE,2023-08-11T01:12:45.170Z,2023-08-12T03:41:46.264Z
92,PostWorldsMentalBreakdown2023,333bf,1,f,3,,,,,,,FALSE,2023-08-16T02:27:59.105Z,2023-08-16T10:00:19.714Z
93,PostWorldsMentalBreakdown2023,444bf,1,f,3,,,,,,,FALSE,2023-08-16T02:27:59.123Z,2023-08-16T10:00:19.714Z
94,PostWorldsMentalBreakdown2023,555bf,1,f,3,,,,,,,FALSE,2023-08-16T02:27:59.132Z,2023-08-16T10:00:19.714Z
95,PostWorldsMentalBreakdown2023,333_team_bld,1,f,a,,,,,,,FALSE,2023-08-16T02:27:59.138Z,2023-09-22T22:24:25.353Z
96,AlmatyCubersMeetup12023,333,1,f,a,,,,,,,FALSE,2023-08-27T09:28:01.349Z,2023-08-27T12:04:32.219Z
97,AlmatyCubersMeetup22023,333,1,f,a,,,,,,,FALSE,2023-08-27T12:11:17.787Z,2023-08-27T17:04:33.062Z
98,AlmatyCubersMeetup22023,222,1,f,a,,,,,,,FALSE,2023-08-27T12:11:17.801Z,2023-08-27T17:04:33.062Z
99,AlmatyCubersMeetup22023,333oh,1,f,a,,,,,,,FALSE,2023-08-27T12:11:17.807Z,2023-08-27T17:04:33.062Z
100,MeetupinMunich52023,333,1,f,a,,,,,,,FALSE,2023-06-29T09:20:42.401Z,2023-09-02T20:35:31.708Z
101,MeetupinMunich52023,222,1,f,1,,,,,,,FALSE,2023-06-29T09:20:42.415Z,2023-09-02T20:35:31.708Z
