id,name,localized_name,region_code,wca_id,approved,created_at,updated_at
1898,Gabriel Söderman,,SE,,FALSE,2024-04-06T09:53:20.692Z,2024-04-06T09:53:20.692Z
1899,Emilia Nilsson,,SE,2021NILS01,TRUE,2024-04-06T09:53:45.739Z,2024-04-06T09:53:45.739Z
1900,Axel Ribbing Werling,,SE,2023WERL01,TRUE,2024-04-06T09:53:51.555Z,2024-04-06T09:53:51.555Z
1901,Elias Nordlund,,SE,2019NORD06,TRUE,2024-04-06T09:54:07.128Z,2024-04-06T09:54:07.128Z
1902,Rasmus Strand,,SE,2023STRA09,TRUE,2024-04-06T09:54:19.403Z,2024-04-06T09:54:19.403Z
1903,Samuel Eklund-Hanna,,SE,2019EKLU01,TRUE,2024-04-06T09:54:28.135Z,2024-04-06T09:54:28.135Z
1904,Viggo Martinsson,,SE,2022MART06,TRUE,2024-04-06T09:54:35.448Z,2024-04-06T09:54:35.448Z
1905,Laura Dawidiak,,SE,2019DAWI02,TRUE,2024-04-06T09:54:46.564Z,2024-04-06T09:54:46.564Z
1906,Noah Gustafsson,,SE,2023GUST07,TRUE,2024-04-06T09:54:58.396Z,2024-04-06T09:54:58.396Z
1907,Erland Flodman,,SE,2023FLOD01,TRUE,2024-04-06T09:55:10.498Z,2024-04-06T09:55:10.498Z
1908,Arvid Herland Arvidsson,,SE,2023ARVI01,TRUE,2024-04-06T09:55:31.422Z,2024-04-06T09:55:31.422Z
1909,Daniel Baños,,SE,2023BANO01,TRUE,2024-04-06T09:55:40.720Z,2024-04-06T09:55:40.720Z
1910,Ludvig Asterholm,,SE,2023ASTE01,TRUE,2024-04-06T09:55:50.576Z,2024-04-06T09:55:50.576Z
1911,Charles Euren Brusell,,SE,,FALSE,2024-04-06T09:56:50.100Z,2024-04-06T09:56:50.100Z
1912,Hampus Birgersson,,SE,,FALSE,2024-04-06T09:57:13.654Z,2024-04-06T09:57:13.654Z
1913,Martin Sjöborg,,SE,2023SJOB03,TRUE,2024-04-06T09:57:23.510Z,2024-04-06T09:57:23.510Z
1914,Tristan Thunvik,,SE,2022THUN02,TRUE,2024-04-06T09:57:59.071Z,2024-04-06T09:57:59.071Z
1915,Nisse Wiking Leino,,SE,,FALSE,2024-04-06T09:58:09.159Z,2024-04-06T09:58:09.159Z
1916,Simon Gällstedt,,SE,2023GALL17,TRUE,2024-04-06T09:58:18.877Z,2024-04-06T09:58:18.877Z
1917,Maxwell Montgomerie,,SE,,FALSE,2024-04-06T09:58:37.075Z,2024-04-06T09:58:37.075Z
1918,Ivar Asplund,,SE,2024ASPL01,TRUE,2024-04-06T09:58:56.225Z,2025-11-04T02:22:30.185Z
1919,Gabriel Börjesson,,SE,2023BORJ02,TRUE,2024-04-06T09:59:19.305Z,2024-04-06T09:59:19.305Z
1920,Lukas Brandberg,,SE,2023BRAN02,TRUE,2024-04-06T09:59:33.102Z,2024-04-06T09:59:33.102Z
1921,Love Sohlgren,,SE,2023SOHL01,TRUE,2024-04-06T10:01:38.842Z,2024-04-06T10:01:38.842Z
1922,Malte Glaumann,,SE,2024GLAU01,TRUE,2024-04-06T10:02:06.305Z,2024-04-06T10:02:06.305Z
1923,Dante Tellechea Hultmark,,SE,2023HULT01,TRUE,2024-04-06T10:02:14.348Z,2024-04-06T10:02:14.348Z
1924,Aron Roos,,SE,2022ROOS03,TRUE,2024-04-06T10:02:23.900Z,2024-04-06T10:02:23.900Z
1925,Natanael Lundberg,,SE,2018LUND01,TRUE,2024-04-06T10:02:29.210Z,2024-04-06T10:02:29.210Z
1926,James Thelin,,SE,2023THEL01,TRUE,2024-04-06T10:02:44.193Z,2024-04-06T10:02:44.193Z
1927,Jack Belloni Sahlin,,SE,2022SAHL02,TRUE,2024-04-06T10:02:53.624Z,2024-04-06T10:02:53.624Z
1928,Sebastian Novella Berglund,,SE,2024BERG08,TRUE,2024-04-06T10:03:05.797Z,2024-04-06T10:03:05.797Z
1929,Melker Karlgren,,SE,2023KARL04,TRUE,2024-04-06T10:03:11.518Z,2024-04-06T10:03:11.518Z
1930,Ludwig Ivarsson,,SE,2022IVAR01,TRUE,2024-04-06T10:03:17.683Z,2024-04-06T10:03:17.683Z
1931,Emil Alpsten,,SE,2022ALPS01,TRUE,2024-04-06T10:03:42.070Z,2024-04-06T10:03:42.070Z
1932,Dewin Velander,,SE,2024VELA01,TRUE,2024-04-06T10:03:51.077Z,2024-04-06T10:03:51.077Z
1933,Ian Videfrost,,SE,2022VIDE03,TRUE,2024-04-06T10:03:57.995Z,2024-04-06T10:03:57.995Z
1934,Dante Videfrost,,SE,2022VIDE02,TRUE,2024-04-06T10:04:03.171Z,2024-04-06T10:04:03.171Z
1935,Olle Folkesson,,SE,2022FOLK01,TRUE,2024-04-06T10:04:50.952Z,2024-04-06T10:04:50.952Z
1936,Rasmus Eriksson,,SE,,FALSE,2024-04-06T10:04:59.810Z,2024-04-06T10:04:59.810Z
1937,Klas Klöfver,,SE,2022KLOF01,TRUE,2024-04-06T10:05:18.270Z,2024-04-06T10:05:18.270Z
1938,Noest de Groot,,NL,,FALSE,2024-04-06T10:05:34.077Z,2024-04-06T10:05:34.077Z
1939,Eddie Eklund,,SE,,FALSE,2024-04-06T10:06:16.375Z,2024-04-06T10:06:16.375Z
1940,Bosse Schelander,,SE,2021SCHE03,TRUE,2024-04-06T10:06:30.305Z,2024-04-06T10:06:30.305Z
1941,Oscar Lindstedt,,SE,,FALSE,2024-04-06T10:06:42.079Z,2024-04-06T10:06:42.079Z
1942,Arvid Johnsson,,SE,2022JOHN08,TRUE,2024-04-06T10:07:09.776Z,2024-04-06T10:07:09.776Z
1943,Emerson Hoshi,,SE,2022HOSH01,TRUE,2024-04-06T10:07:19.493Z,2024-04-06T10:07:19.493Z
1944,Lukas Östman,,SE,2023OSTM01,TRUE,2024-04-06T10:07:41.019Z,2024-04-06T10:07:41.019Z
1945,Malte Holmgren,,SE,2023HOLM06,TRUE,2024-04-06T10:07:51.444Z,2024-04-06T10:07:51.444Z
1946,Lukas Lambis Örtenberg,,SE,2024ORTE01,TRUE,2024-04-06T10:07:58.966Z,2024-04-06T10:07:58.966Z
1947,Alvar Solving,,SE,2020SOLV01,TRUE,2024-04-06T10:08:09.572Z,2024-04-06T10:08:09.572Z
1948,Alve Carlqvist,,SE,2021CARL01,TRUE,2024-04-06T10:08:19.520Z,2024-04-06T10:08:19.520Z
1949,William Karlsén,,SE,,FALSE,2024-04-06T10:08:47.415Z,2024-04-06T10:08:47.415Z
1950,Edward Quin,,SE,2023QUIN34,TRUE,2024-04-06T10:09:10.290Z,2024-04-06T10:09:10.290Z
1951,Ture Lübcke,,SE,2023LUBC01,TRUE,2024-04-06T10:09:25.331Z,2024-04-06T10:09:25.331Z
1952,Ted Öberg,,SE,2022OBER03,TRUE,2024-04-06T10:09:40.213Z,2024-04-06T10:09:40.213Z
1953,Björn Arvidsson,,SE,2022ARVI01,TRUE,2024-04-06T10:09:56.109Z,2024-04-06T10:09:56.109Z
1954,Hannes Birgersson,,SE,,FALSE,2024-04-06T10:21:14.132Z,2024-04-06T10:21:14.132Z
1955,Maksim Zemtšihhin,,EE,2018ZEMT01,TRUE,2024-04-06T10:23:15.361Z,2024-04-06T10:23:15.361Z
1956,Timur Shaimardanov,Тимур Шаймарданов,RU,,TRUE,2024-04-07T07:01:41.156Z,2024-12-27T17:26:22.606Z
1957,Dmitry Dementiev,Дмитрий Дементьев,RU,,TRUE,2024-04-07T07:21:19.749Z,2024-12-27T17:26:16.548Z
1958,Mikhail Ilyin,Михаил Ильин,RU,,TRUE,2024-04-07T07:23:21.607Z,2024-12-27T17:26:12.941Z
1959,Veronika Filippova,Вероника Филиппова,RU,,TRUE,2024-04-07T07:24:12.786Z,2024-12-27T17:25:59.322Z
1960,Amalia Gelver,Амалия Гельвер,RU,,TRUE,2024-04-07T07:25:06.776Z,2024-12-27T17:25:54.770Z
1961,Roman Govorushkin,Роман Говорушкин,RU,,TRUE,2024-04-07T07:27:04.112Z,2024-12-27T17:25:50.806Z
1962,Lev Tkachev,Лев Ткачев,RU,,TRUE,2024-04-07T07:28:24.114Z,2024-12-27T17:25:46.112Z
1963,Mikhail Shigapov,Михаил Шигапов,RU,,TRUE,2024-04-07T08:00:11.430Z,2024-12-27T17:25:41.370Z
1965,Yekaterina Koritskaya,Екатерина Корицкая,RU,,TRUE,2024-04-07T08:41:57.158Z,2024-12-27T17:25:25.413Z
1966,Enrique Novella,,SE,2024NOVE01,TRUE,2024-04-07T10:36:11.688Z,2024-04-07T10:36:11.688Z
1967,Lukas Svedjerot,,SE,2019SVED04,TRUE,2024-04-07T10:39:37.982Z,2024-04-07T10:39:37.982Z
1968,Hedda Nilsson,,SE,2023NILS02,TRUE,2024-04-07T10:40:59.874Z,2024-04-07T10:40:59.874Z
1969,Hanna Widén,,SE,2023WIDE01,TRUE,2024-04-07T10:41:32.592Z,2024-04-07T10:41:32.592Z
1970,Thelma Eriksson,,SE,2022ERIK05,TRUE,2024-04-07T10:42:10.240Z,2024-04-07T10:42:10.240Z
1971,Lars Lindhagen,,SE,2023LIND03,TRUE,2024-04-07T10:56:37.870Z,2024-04-07T10:56:37.870Z
1972,Nils Hansson,,SE,2022HANS15,TRUE,2024-04-07T10:57:05.302Z,2024-04-07T10:57:05.302Z
1973,Henning Herrström,,SE,2024HERR01,TRUE,2024-04-07T10:57:22.603Z,2025-05-03T09:21:18.315Z
1974,Charlie Viderlund,,SE,2024VIDE01,TRUE,2024-04-07T10:57:49.705Z,2025-05-03T09:21:15.730Z
1975,Assar Jakobsson,,SE,2023JAKO03,TRUE,2024-04-07T10:58:04.459Z,2024-04-07T10:58:04.459Z
1976,William Rosenblad,,SE,2022ROSE33,TRUE,2024-04-07T10:58:17.722Z,2024-04-07T10:58:17.722Z
1977,Emil Sönsteröd,,SE,2023SONS01,TRUE,2024-04-07T10:58:45.718Z,2024-04-07T10:58:45.718Z
1978,Tage Lindhagen,,SE,2023LIND04,TRUE,2024-04-07T10:58:58.408Z,2024-04-07T10:58:58.408Z
1979,Govend Avgerinos Djangoi,,SE,2015DJAN01,TRUE,2024-04-07T10:59:08.419Z,2024-04-07T10:59:08.419Z
1980,Joar Ehrström Sölver,,SE,2023SOLV01,TRUE,2024-04-07T10:59:19.627Z,2024-04-07T10:59:19.627Z
1981,Adam Brandberg,,SE,2024BRAN08,TRUE,2024-04-07T10:59:34.581Z,2025-05-03T09:21:14.565Z
1982,Helmer Forsgren,,SE,2022FORS08,TRUE,2024-04-07T10:59:48.326Z,2024-04-07T10:59:48.326Z
1983,Johannes Edsinger,,SE,2023EDSI01,TRUE,2024-04-07T11:00:02.941Z,2024-04-07T11:00:02.941Z
1984,Vilhelm Bevan,,SE,2023BEVA03,TRUE,2024-04-07T11:00:12.394Z,2024-04-07T11:00:12.394Z
1985,Stellan Mörling,,SE,2022MORL02,TRUE,2024-04-07T11:00:23.160Z,2024-04-07T11:00:23.160Z
1986,Algot Örstadius,,SE,2023ORST01,TRUE,2024-04-07T11:00:33.962Z,2024-04-07T11:00:33.962Z
1987,Casper Jonsson,,SE,2023JONS04,TRUE,2024-04-07T11:00:42.592Z,2024-04-07T11:00:42.592Z
1988,Rasmus Björk,,SE,2024BJOR03,TRUE,2024-04-07T11:00:56.692Z,2025-05-03T09:21:13.349Z
1989,Charlotte Dunnell,,GB,2024DUNN05,TRUE,2024-04-07T11:01:16.504Z,2025-05-03T09:21:11.839Z
1990,Tristan Grabski,,SE,2021GRAB03,TRUE,2024-04-07T11:47:07.463Z,2024-04-07T11:47:07.463Z
1991,Anton Löfberg,,SE,2022LOFB01,TRUE,2024-04-07T11:48:33.971Z,2024-04-07T11:48:33.971Z
1992,Felix Lärnestad,,SE,2022LARN01,TRUE,2024-04-07T11:50:14.450Z,2024-04-07T11:50:14.450Z
1993,Moore Zhou,,SE,2024ZHOU04,TRUE,2024-04-07T11:51:04.737Z,2024-04-07T11:51:04.737Z
1994,Vincent von Schantz,,FI,2022SCHA05,TRUE,2024-04-07T12:41:11.050Z,2024-04-07T12:41:11.050Z
1995,Emil Wallin,,SE,2023WALL09,TRUE,2024-04-07T12:43:31.179Z,2024-04-07T12:43:31.179Z
1996,Florian Christensen,,SE,2023CHRI24,TRUE,2024-04-07T12:46:17.041Z,2024-04-07T12:46:17.041Z
1997,Kasper Neeley Magnusson,,SE,2023MAGN03,TRUE,2024-04-07T12:47:34.830Z,2024-04-07T12:47:34.830Z
1998,Tage Örstadius,,SE,2023ORST02,TRUE,2024-04-07T12:48:11.994Z,2024-04-07T12:48:11.994Z
1999,Elias Liverhall,,SE,2023LIVE01,TRUE,2024-04-07T12:48:54.073Z,2024-04-07T12:48:54.073Z
2000,Dmitry Vasilyev,,RU,2017VASI05,TRUE,2024-04-07T16:06:55.935Z,2024-04-07T16:06:55.935Z
2001,Clara Joy Litman,,US,2023LITM01,TRUE,2024-04-08T17:06:35.811Z,2024-04-08T17:06:35.811Z
2002,Kellen Tyler Pope,,US,2023POPE01,TRUE,2024-04-08T17:07:45.172Z,2024-04-08T17:07:45.172Z
2003,Jonathan Amrhein,,US,2023AMRH01,TRUE,2024-04-08T17:08:34.372Z,2024-04-08T17:08:34.372Z
2005,Elijah A. Litman,,US,2022LITM01,TRUE,2024-04-08T17:10:38.763Z,2024-04-08T17:10:38.763Z
2006,Landon Phelps,,US,2024PHEL01,TRUE,2024-04-08T18:03:06.970Z,2026-02-12T03:47:55.470Z
2007,Jaylen Delagrange,,US,2023DELA05,TRUE,2024-04-08T18:04:02.915Z,2024-04-08T18:04:02.915Z
2008,Aaron Soley,,US,2017SOLE01,TRUE,2024-04-08T18:05:26.234Z,2024-04-08T18:05:26.234Z
2009,Ayaan Sheth,,US,2024SHET01,TRUE,2024-04-08T18:07:08.763Z,2024-04-08T18:07:08.763Z
2010,Gabriel Litman,,US,2022LITM02,TRUE,2024-04-08T18:10:33.409Z,2024-04-08T18:10:33.409Z
2011,Harrison Snyder,,US,2023SNYD03,TRUE,2024-04-08T18:32:28.600Z,2024-04-08T18:32:28.600Z
2012,Vladislav Erbes,Владислав Эрбес,RU,,TRUE,2024-04-09T19:08:39.598Z,2024-12-27T17:25:06.418Z
2013,Lev Tomilin,Лев Томилин,RU,,TRUE,2024-04-11T16:26:06.205Z,2024-12-27T17:25:02.319Z
2014,Danil Zavgorodniy,Данил Завгородний,RU,,TRUE,2024-04-11T16:27:20.744Z,2024-12-27T17:24:59.804Z
2017,Stefania Laevskaya,Стефания Лаевская,RU,,TRUE,2024-04-11T16:31:10.508Z,2024-12-27T17:24:53.291Z
2018,Varvara Popova,Варвара Попова,RU,,TRUE,2024-04-11T16:31:41.871Z,2024-12-27T17:24:47.936Z
2019,Taisiya Eyubova,Таисия Эюбова,RU,,TRUE,2024-04-11T16:32:49.489Z,2024-12-27T17:24:43.891Z
2020,Evangelina Zhdanova,Евангелина Жданова,RU,,TRUE,2024-04-11T16:34:15.023Z,2024-12-27T17:23:51.156Z
2021,Leonid Salato,Леонид Салато,RU,,TRUE,2024-04-11T16:35:03.746Z,2024-12-27T17:23:45.867Z
2022,Sergey Varava,Сергей Варава,RU,,TRUE,2024-04-11T16:35:36.133Z,2024-12-27T17:23:42.524Z
2023,Egor Duev,Егор Дуев,RU,,TRUE,2024-04-11T16:36:26.182Z,2024-12-27T17:23:38.945Z
2024,Egor Ustimov,Егор Устимов,RU,,TRUE,2024-04-11T16:37:58.589Z,2024-12-27T17:23:36.301Z
2025,Dmitry Shuvalov,Дмитрий Шувалов,RU,,TRUE,2024-04-11T16:38:39.426Z,2024-12-27T17:23:28.340Z
2026,Maksim Pravitel,Максим Правитель,RU,,TRUE,2024-04-11T16:40:01.943Z,2024-12-27T17:23:24.842Z
2027,Dmitry Zuev,Дмитрий Зуев,RU,,TRUE,2024-04-11T16:40:40.158Z,2024-12-27T17:23:22.320Z
2028,Ivan Vasilyansky,Иван Василянский,RU,,TRUE,2024-04-11T16:41:22.358Z,2024-12-27T17:23:20.017Z
2029,Gordey Artyushin,Гордей Артюшин,RU,,TRUE,2024-04-11T16:41:54.488Z,2024-12-27T17:23:17.823Z
2030,Andreas Bygdell,,SE,2024BYGD02,TRUE,2024-04-11T18:46:58.224Z,2024-04-11T18:46:58.224Z
2031,Chris Tabar,,US,2017TABA02,TRUE,2024-04-11T21:44:51.643Z,2024-04-11T21:44:51.643Z
2032,Ben Royce,,US,2015ROYC01,TRUE,2024-04-11T21:44:52.163Z,2024-04-11T21:44:52.163Z
2033,CubingUSA Treasurer,,US,,TRUE,2024-04-11T21:44:53.328Z,2025-01-04T19:07:37.228Z
2034,Pacific Northwest Cubing,,US,,TRUE,2024-04-11T21:44:54.276Z,2024-12-19T21:44:26.928Z
2035,Tripp Peters,,US,2017PETE04,TRUE,2024-04-11T21:45:16.303Z,2024-04-11T21:45:16.303Z
2036,Vladimir Elizarev,Владимир Елизарьев,RU,,TRUE,2024-04-12T09:19:30.136Z,2024-11-16T11:48:03.613Z
2037,Glenn Koster,,US,2022JRGL01,TRUE,2024-04-12T16:42:40.404Z,2025-08-13T05:10:14.478Z
2038,Eric Dodson,,US,2021DODS01,TRUE,2024-04-12T19:18:57.307Z,2024-04-12T19:18:57.307Z
2041,David Chen,,US,2013CHEN76,TRUE,2024-04-14T21:11:37.455Z,2024-04-14T21:11:37.455Z
2042,Micah David Theis,,US,2023THEI01,TRUE,2024-04-14T23:05:27.921Z,2024-04-14T23:05:27.921Z
2043,Garrett Hadaway,,US,2015HADA01,TRUE,2024-04-15T17:06:33.451Z,2026-03-02T04:04:15.645Z
2045,Ruimin Yan,颜瑞民,CN,2017YANR02,TRUE,2024-04-21T13:29:51.236Z,2024-04-21T13:29:51.236Z
2046,Zhiyuan Xue,薛智远,CN,2024XUEZ01,TRUE,2024-04-21T13:30:19.524Z,2024-04-21T13:30:19.524Z
2047,Chuntian Long,龙椿天,CN,2017LONG15,TRUE,2024-04-21T13:30:29.694Z,2024-04-21T13:30:29.694Z
2048,Anjie Zhao,赵安洁,CN,2018ZHAO48,TRUE,2024-04-21T13:30:37.615Z,2024-04-21T13:30:37.615Z
2049,Xuanyu Cai,蔡暄予,CN,2023CAIX01,TRUE,2024-04-21T13:30:48.160Z,2024-04-21T13:30:48.160Z
2050,Yunbo Gu,古韵博,CN,2023GUYU03,TRUE,2024-04-21T13:30:58.149Z,2024-04-21T13:30:58.149Z
2051,Ziyu Wu,吴子钰,CN,2016WUZI04,TRUE,2024-04-21T13:31:09.015Z,2024-04-21T13:31:09.015Z
2052,Qihang Yang,杨齐航,CN,2023YANG90,TRUE,2024-04-21T13:31:19.399Z,2026-02-06T02:59:47.564Z
2053,Qi Zhou,周祺,CN,2015ZHOU07,TRUE,2024-04-21T13:31:28.340Z,2024-04-21T13:31:28.340Z
2054,Yangxi Cao,曹阳曦,CN,2023CAOY02,TRUE,2024-04-21T13:31:41.728Z,2024-04-21T13:31:41.728Z
2055,Zixuan Xu,徐子轩,CN,2021XUZI03,TRUE,2024-04-21T13:31:52.410Z,2024-04-21T13:31:52.410Z
2056,Zishuo Zhang,张子硕,CN,2016ZHAZ07,TRUE,2024-04-21T13:32:03.369Z,2024-04-21T13:32:03.369Z
2057,Chenyang Li,李辰扬,CN,,FALSE,2024-04-21T13:32:39.799Z,2024-04-21T13:32:39.799Z
2058,Jinge Li,李金戈,CN,,FALSE,2024-04-21T13:32:58.826Z,2024-04-21T13:32:58.826Z
2059,Zixuan Li,李子轩,CN,,FALSE,2024-04-21T13:33:16.907Z,2024-04-21T13:33:16.907Z
2060,Yutong Wang,汪宇桐,CN,,FALSE,2024-04-21T13:33:34.782Z,2024-04-21T13:33:34.782Z
2061,Yongri Xu,徐涌日,CN,,FALSE,2024-04-21T13:33:50.164Z,2024-04-21T13:33:50.164Z
2062,Liang Sun,孙亮,CN,,FALSE,2024-04-21T13:34:06.221Z,2024-04-21T13:34:06.221Z
2063,Jiayao Guo,郭家瑶,CN,,FALSE,2024-04-21T13:34:22.737Z,2024-04-21T13:34:22.737Z
2064,Guangfa Fu,符光发,CN,,TRUE,2024-04-21T13:34:39.870Z,2025-01-16T10:23:41.091Z
2065,Wenxi Hu,胡文曦,CN,,FALSE,2024-04-21T13:34:55.134Z,2024-04-21T13:34:55.134Z
2066,Chase Farrell,,US,2023FARR02,TRUE,2024-04-21T23:40:09.035Z,2024-04-21T23:40:09.035Z
2067,Benjamin Fox,,US,2023FOXB01,TRUE,2024-04-21T23:42:43.608Z,2024-04-21T23:42:43.608Z
2068,Danila Dubovik,,BY,2017DUBO05,TRUE,2024-04-22T13:20:31.870Z,2024-04-22T13:20:31.870Z
2070,Aliaksandr Seniu,,BY,,TRUE,2024-04-22T14:29:33.892Z,2024-04-22T14:29:33.892Z
2071,Alexander Kopytok,Александр Копыток,BY,,TRUE,2024-04-25T10:32:20.523Z,2024-10-13T12:24:10.515Z
2072,Klim Sakson,Клим Саксон,BY,,TRUE,2024-04-25T10:34:03.326Z,2024-10-13T12:31:47.898Z
2073,Evgeny Ershov,Евгений Ершов,BY,2019ERSH01,TRUE,2024-04-25T10:34:17.394Z,2024-09-13T13:29:49.635Z
2074,Alexey Trubach,Трубач Алексей,BY,,TRUE,2024-04-25T10:54:28.867Z,2024-09-13T13:30:13.210Z
2075,Ivan Solabuto,Иван Солабуто,BY,,TRUE,2024-04-25T10:54:46.816Z,2024-10-13T12:46:41.991Z
2076,Alina Pavlova,Алина Павлова,BY,2020PAVL02,TRUE,2024-04-25T10:55:16.080Z,2024-09-13T13:31:45.578Z
2077,Yauheni Herasimchyk,Евгений Герасимчик,BY,2018GERA07,TRUE,2024-04-25T10:56:11.402Z,2024-04-25T10:56:11.402Z
2078,Miroslav Slobodian,Мирослав Слободян,BY,,TRUE,2024-04-25T10:56:34.541Z,2024-10-13T12:27:41.566Z
2079,Kirill Pozniak,Кирилл Позняк,BY,,TRUE,2024-04-25T10:56:52.733Z,2024-10-13T12:17:55.575Z
2080,Kyrill Vaytehovsky,Кирилл Вайтеховский,BY,,TRUE,2024-04-25T10:57:14.461Z,2024-10-13T12:46:55.547Z
2081,Kirill Prashkovich,Кирилл Прашкович,BY,,TRUE,2024-04-25T10:57:36.649Z,2024-10-13T12:23:31.807Z
2082,Alexander Kisel,Александр Кисель,BY,,TRUE,2024-04-25T10:57:52.469Z,2024-10-13T12:47:07.370Z
2084,Serafim Movsesyan,Серафим Мовсесян,BY,,TRUE,2024-04-25T10:58:23.816Z,2024-10-13T12:47:32.058Z
2085,Ivan Levkovich,Иван Левкович,BY,,TRUE,2024-04-25T10:58:39.285Z,2024-10-13T12:47:40.407Z
2086,Nikita Glod,Никита Глод,BY,,TRUE,2024-04-25T10:59:15.486Z,2024-10-13T12:11:29.096Z
2088,Nikita Starodubov,,BY,2017STAR07,TRUE,2024-04-25T11:00:39.581Z,2024-04-25T11:00:39.581Z
2089,Dmitry Dindilevich,Дмитрий Диндилевич,BY,,TRUE,2024-04-25T11:00:57.141Z,2024-10-13T12:48:00.667Z
2090,Artem Senkevich,Артем Сенкевич,BY,2019SENK01,TRUE,2024-04-25T11:01:35.180Z,2024-04-25T11:01:35.180Z
2091,Bogdan Suchko,Богдан Сучко,BY,,TRUE,2024-04-25T11:01:50.621Z,2024-10-13T12:48:11.488Z
2093,Anton Suzin,,BY,2017SUZI02,TRUE,2024-04-25T11:04:00.648Z,2024-04-25T11:04:00.648Z
2094,Maxim Volkonovsky,Максим Волконовский,BY,,TRUE,2024-04-25T11:04:16.104Z,2024-10-13T12:48:34.650Z
2095,Pavel Beryozkin,Павел Берёзкин,BY,,TRUE,2024-04-25T11:04:29.858Z,2024-10-13T12:49:05.297Z
2096,Timofey Gurnyak,Тимофей Гурняк,BY,,TRUE,2024-04-25T11:04:42.994Z,2024-10-13T12:49:14.744Z
2097,Vyacheslav Milov,Вячеслав Милов,BY,,TRUE,2024-04-25T11:05:02.605Z,2024-10-13T12:49:24.689Z
2098,Valentin Milov,Валентин Милов,BY,,TRUE,2024-04-25T11:05:15.939Z,2024-10-13T12:49:43.635Z
2099,Vitaliy Sheshko,,BY,2014SHES03,TRUE,2024-04-25T11:07:01.198Z,2024-04-25T11:07:01.198Z
2100,Jan Shukevich,Ян Шукевич,BY,,TRUE,2024-04-25T11:07:18.258Z,2024-10-13T12:49:52.868Z
2101,Mikhail Zorin,Михаил Зорин,BY,,TRUE,2024-04-25T11:08:20.954Z,2024-10-13T12:50:02.429Z
2102,Vsevolod Vorobyov,Всеволод Воробьёв,BY,,TRUE,2024-04-25T11:08:44.320Z,2024-10-13T12:50:11.355Z
2103,Gordey Sharaev,Гордей Шараев,BY,,TRUE,2024-04-25T11:09:07.539Z,2024-10-13T12:50:20.541Z
2104,Pavel Golovnev,Павел Головнёв,BY,,TRUE,2024-04-25T11:09:25.406Z,2024-10-13T12:50:30.597Z
2105,Vladislav Grishchenkov,,BY,2014GRIS03,TRUE,2024-04-25T11:12:48.765Z,2024-04-25T11:12:48.765Z
2107,Vladimir Tishkevich,Владимир Тишкевич,BY,,TRUE,2024-04-25T11:13:21.961Z,2024-10-13T12:50:39.807Z
2108,Jan Pleshchenko,Ян Плещенко,BY,,TRUE,2024-04-25T11:13:44.920Z,2024-10-13T12:50:48.320Z
2109,Nikita Avsyukevich,Никита Авсюкевич,BY,,TRUE,2024-04-25T11:13:57.582Z,2024-10-13T12:50:55.446Z
2110,Alexey Sheshko,,BY,2014SHES02,TRUE,2024-04-25T11:15:07.369Z,2024-04-25T11:15:07.369Z
2111,Matvey Glinsky,Матвей Глинский,BY,,TRUE,2024-04-25T11:15:20.484Z,2024-10-13T12:51:02.936Z
2112,Yaroslav Solonovich,Ярослав Солонович,BY,,TRUE,2024-04-25T11:15:32.534Z,2024-10-13T12:51:09.572Z
2114,Yaroslav Dubitsky,Ярослав Дубицкий,BY,,TRUE,2024-04-25T11:16:02.687Z,2024-10-13T12:51:18.024Z
2115,Daniil Smataev,Даниил Сматаев,BY,,TRUE,2024-04-25T11:16:13.233Z,2024-10-13T12:22:51.040Z
2116,Emir Urakov,Эмир Ураков,BY,,TRUE,2024-04-25T11:16:51.381Z,2024-10-13T12:51:30.788Z
2117,Alexander Kononov,Александр Кононов,BY,,TRUE,2024-04-25T11:17:03.617Z,2024-10-13T12:51:43.872Z
2118,Dmytry Davidyuk,Дмитрий Давидюк,BY,,TRUE,2024-04-25T11:17:16.856Z,2024-10-13T12:51:51.734Z
2119,Fedor Rudovich,Фёдор Рудович,BY,,TRUE,2024-04-25T11:17:28.018Z,2024-10-13T12:51:59.637Z
2120,Jaromir Surint,Яромир Суринт,BY,,TRUE,2024-04-25T11:17:41.259Z,2024-10-13T13:47:24.384Z
2121,Ilya Korota,Илья Корота,BY,,TRUE,2024-04-25T11:17:51.755Z,2024-10-13T12:52:07.725Z
2122,Dmitry Kulenok,Дмитрий Куленок,BY,,TRUE,2024-04-25T11:18:03.808Z,2024-10-13T12:52:14.416Z
2123,Maxim Gerasimuk,Максим Герасимук,BY,,TRUE,2024-04-25T11:18:15.114Z,2024-10-13T12:52:20.536Z
2124,Vadzim Smirnou,,BY,2017SMIR01,TRUE,2024-04-25T11:19:29.585Z,2024-04-25T11:19:29.585Z
2125,Alexey Revinsky,Алексей Ревинский,BY,,TRUE,2024-04-25T11:19:44.394Z,2024-10-13T12:52:28.299Z
2126,Stanislav Suvorov,Станислав Суворов,BY,,TRUE,2024-04-25T11:19:58.252Z,2024-10-13T12:29:30.785Z
2127,Vladislav Kaminskiy,,BY,2013KAMI03,TRUE,2024-04-25T11:20:26.362Z,2024-04-25T11:20:26.362Z
2128,Anastasia Kaliankovich,Анастасия Каленкович,BY,,TRUE,2024-04-25T11:20:41.712Z,2024-10-13T12:28:44.990Z
